name,place_id,city,county,address,website,phone,rating,reviews,photo_ref,heat_source,cold_plunge,dog_friendly,showers,changing_facilities,sea_view,opening_hours
Project Sauna,ChIJzXIi7FxJXEgRGRYAwyEO_j4,Athlone,Westmeath,"Buccaneers RFC, Dubarry Park, Cornamagh, Athlone, Co. Westmeath, Ireland",https://projectsauna.com/,,5.0,6,ATCDNfU0W5YGngAkgoXh_MriX7KkjRw48_YbtkpWJ2KXzV8_-IRU1kopZX-78CE0K0njYSEgAIwEhPDt_IcNN-XgJ1bmOYBl6ylJ6jdPwkaKIKtmgZerI_zG1jgvTYK37osje5OJdxN4DM3fcTPLz7D87ozrVy2LdRiE6_aduZtsQNwc3MKriCrrWBL54-iD5I824ZssMGApjPrIs9jAIz8KEEKDfuNiZ20Kfx5-LoRXCDiDSRuWPfy2DXNiVTeeNK39rZlCkpfgfd3dvqk__8JYI_ZNIj6ZezUtWjIcetULJ22gkQ,not listed,no,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 7:00 – 10:00 PM|Saturday: 10:00 AM – 6:00 PM|Sunday: 10:00 AM – 6:00 PM
RV SAUNA,ChIJU5ZpzTNbZ0gRfwolZwboMfM,Navan,Meath,"Waters Lane, Commons Rd, Commons, Navan, Co. Meath, C15 A6P4, Ireland",https://www.facebook.com/share/1BVgXTVh8t/,085 763 0496,5.0,9,ATCDNfWYa9FV_LtoG0mrBCQOjS7KM3cVbwcNC25xCbcicYYd1Xb3bhSGWJpvmzHlmTXPN3KZVjKNy0zpt9QS-l0MnR0VODyYMqFVHFyxmEDE6ihH3Gmx3VMv4Mxgq5ih6EOngmMl_P3gngveOq-cnwV-mlQsRd9OX599sr45bK9LwrzyHWkVHuvq-Lio2Avq1ZXS-LmrJjcU1pWw1-3lx8ZkU5X3_RwPv0q2cjH-vb1HG9AfaouQOv1hO08FhqFmoPXgJGtERYZ-w1xqSFS6zHOFgxEr2X5sUr4Dt97cxAgfMJHAqg,not listed,yes,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 5:00 – 9:30 PM|Saturday: 11:00 AM – 5:00 PM|Sunday: 11:00 AM – 5:00 PM
Ravensrock Sauna,ChIJuZ13DW7PYEgRfb4ConCfYjw,Co. Louth,Louth,"Ballymakellett, Ravensdale, Co. Louth, A91 FN2W, Ireland",https://www.ravensrocksauna.com/,,4.5,4,,not listed,no,no,no,not listed,no,Monday: 5:00 – 10:00 PM|Tuesday: 5:00 – 10:00 PM|Wednesday: 5:00 – 10:00 PM|Thursday: 5:00 – 10:00 PM|Friday: 5:00 – 10:00 PM|Saturday: 8:00 AM – 10:00 PM|Sunday: 8:00 AM – 10:00 PM
ReCoop Sauna,ChIJFcuKFmKFREgRGYbrto9cjUg,Carrigaline,Cork,"Carrigaline GAA Club, Kilnaglery, Carrigaline, Co. Cork, Ireland",https://app.acuityscheduling.com/schedule.php?owner=34302157,,5.0,18,ATCDNfUoJWOTU49fqcFUctEzhzCqZqV52_A_JDytCZ-rwGMoPaaWfTQdoJC1anSjHmXZvjIGQZFsujMY_sEXALQVhaQLMTEA2W4aAKCPeI-GB4Tx2D_hRgG63uT9998CKGFzTAiZoGgGZys78fP0BX6XgQipUfCr0whR1vIlZlrbTj5i5h3XP6-Tj5knsNS0LqVq1IW-53u2UbWwu1-XnmXQvmpfdrvWH8jCp51lRVzdDTXTVThLCjvfjy8h4UAlnsoZ69d0MCw-nP0GncSsy4JJ9Q-5RBIGCZUpW9f6k5G69Zt6xQ,not listed,no,no,no,yes,no,Monday: 6:00 – 10:00 PM|Tuesday: 6:00 – 10:00 PM|Wednesday: 6:00 – 10:00 PM|Thursday: 6:00 – 10:00 PM|Friday: 5:00 – 8:15 PM|Saturday: Closed|Sunday: 8:00 AM – 2:00 PM
RealeBurrenSauna,ChIJa1ZndtidW0gR1Pc-s6pYalU,Co. Galway,Galway,"h91kv4h, Moy, Kinvarra, Co. Galway, H91 KV4H, Ireland",https://booking.easyweek.ie/reale-burren-sauna,086 813 5372,5.0,79,ATCDNfVmguE4BVrP9SLtTR_Yc7W8FK-q73rsYQpJ4wZ-Ft0WwbbQ9T1p-lSdeJYsMIwMHDfYTmv_kqyTJEFZIWY-M-x-ptqmrI0IuQmssO0VgghV_YRux-JRua_M-cRYtAwxy23r43gwzTNkYM_RvRJLwK7TbCbBiX5glenuYXYGxoZRix6yclTwoPKi3z_ce-uryGINjFExokHa90YRkVGSbj7jJw0s6jXfoZpTlpoJLkoGM8pXvc7WhQso4glkmf76aPUp5cUxMvDZ3jZ2SbBmzeoCy7yKo_ECF8kW6A9oga7prw,not listed,yes,no,yes,yes,no,Monday: 11:00 AM – 10:00 PM|Tuesday: 11:00 AM – 10:00 PM|Wednesday: 11:00 AM – 10:00 PM|Thursday: 11:00 AM – 10:00 PM|Friday: 11:00 AM – 10:00 PM|Saturday: 11:00 AM – 10:00 PM|Sunday: 11:00 AM – 7:30 PM
Realt Na Mara Saunas,ChIJl-O1Vb_nZ0gR3EPNUSnK5RE,Wexford,Wexford,"South Beech, Seamount, Courtown, Co. Wexford, Ireland",https://realtnamarasaunas.com/,086 198 8959,5.0,20,ATCDNfV4PU08LnyB_UUKETgWoLWGfGeHOOhepPXnEa5UrMoxhf6sTBjgJaAMCLuBAb1g-BIpksa7QdwMDOWAEzMiBh9fOCzAXK9Fa3F0KYYjUecUaNBTUSPSKhqBdms5-g0h7vOr_vOgZZum8mmL5Gh58VqDi98Uh3mphbsnbohnynz2gD6Eixhi5y5nAs88T_Yc7sPUZ3iAV0zOXl3nKfX2dUjWK8KW-2Xea2z9uTl6iVwoly_AJmgRRP4IIKQzVobhZdBtUAQBwcsuM-WkI1O-9W9VQC9wAokR3oUrS3Lfc5onyw,not listed,no,no,no,not listed,yes,
Revive Saunas,ChIJV4fWLjbZYEgRUqrnvMKfEEk,Revive Saunas,Northern Ireland,"34 Lower Knockbarragh Road, Rostrevor, Co, Down, Mountain Lodge, Revive Saunas, Rostrevor BT34 3DP, UK",https://revivesaunas.co.uk/,07496 919476,5.0,18,ATCDNfXGyoJmVZqMXrvuSRrcAy5HC6N0_7FmzD_4QKanaxYeesuwfMWEDfZOa7v5MkfWeM-cpqvMN3x8jzzDHz8uV8wj9FxK2fLSpdFzbvWo08-0PP2iYdibF0ySVX5_H0jCdUA1ltbE4f_MIFf5hgjA-0UgXHhaOccWKGTNq4nSmdSCdNJWggINGu4Zzs0g1D-FZNu2L_CEF91NwqeRg8Ffr13bRfKfaEBqsDCW-F3-NZwf7uCWbKdJRzSiS5CQLRDSd-q71WYesT2uYNx-65XxADrITSK3Uc1LetEfZpeUUspEuw,not listed,yes,no,yes,not listed,no,Monday: 5:00 – 9:00 PM|Tuesday: 5:00 – 9:00 PM|Wednesday: 5:00 – 9:00 PM|Thursday: 5:00 – 9:00 PM|Friday: 5:00 – 9:00 PM|Saturday: 10:00 AM – 9:30 PM|Sunday: 10:00 AM – 9:30 PM
Ritual Sauna & Coffee,ChIJfwfDIwCRXEgRWEn7WaGU9cA,Nenagh,Tipperary,"The marina, Dromineer, Nenagh, Co. Tipperary, E45 FH93, Ireland",https://www.ritual-lifestyle.com/,089 219 7181,4.9,67,ATCDNfXHPSQyovyGrjf_dAzVxRm9xqHuY694dyLSP0pQkUhDIJzGeZfysRvxcJPqeGiCqMrS1fdsBR4GKXYe8QdnL1K2_WdTHDNZQ_FfUfWsZWNvDyRM5GTIJYS0ROy37MXgZEFlqhVp4hodsvNj9xY2LiMJ-44yMNbk1vcrQDg9mGX8wT03mBWKdkYKyo98G8QH1j6ZWiXLFqPt5ZF44bjqmW-TRMa3OqjPrPsg3qibq_1Ld1I3_DHUl3DVW5rwd0DoQBzlz1DDj5OjyOxEnofw9cYkFNpgdvICLZhYr4PMGf8tRg,not listed,no,yes,no,yes,no,Monday: 5:00 – 10:00 PM|Tuesday: Closed|Wednesday: 5:00 – 10:00 PM|Thursday: 5:00 – 10:00 PM|Friday: 12:00 – 10:00 PM|Saturday: 8:00 AM – 9:00 PM|Sunday: 9:00 AM – 7:00 PM
Riverbank Sauna,ChIJz6Y-Z5UNZ0gRVSTOIDLfFrw,Dublin 20,Dublin,"Mill Ln, Palmerston Lower, Dublin 20, D20 DY26, Ireland",https://www.riverbanksauna.ie/,(01) 626 4363,4.9,47,ATCDNfXNTERZvg2mb9mqIkcLqOo0dG6qCs-7mZNUmdRmAPImAhFE9tIps67mHOg851rd56TkQguKcN6qkKDpqqh9NGkDOyKq1_-JHw1yic6QBE6nxquk0CrJ6cnUbXFzNyK3eMmN7dlbGsFEil1LCQi1qG7jLWnrBQ1v3XhhKwU0jC68SR7906A2S4mU4UZf2CibjTR_ooNKX_cEvyi85-2j6ZORPS2h64vytbuScxyBIomigo0G_Xkch6sb9zzTdzrWtiGQpR5bFLNw0gIwgM_QtcFzw5jiZ5_yWjkYWZs8sUHdfA,wood,no,no,yes,yes,no,Monday: 11:00 AM – 10:00 PM|Tuesday: 5:00 – 10:00 PM|Wednesday: 11:00 AM – 10:00 PM|Thursday: 11:00 AM – 10:00 PM|Friday: 11:00 AM – 10:00 PM|Saturday: 11:00 AM – 6:00 PM|Sunday: 11:00 AM – 9:00 PM
Rossbeigh Sauna,ChIJi7VyqsRbRUgRLL2VtUsOW7U,Co. Kerry,Kerry,"beach, Rossbeigh, Co. Kerry, V93 YY26, Ireland",,083 159 4949,5.0,5,,not listed,yes,no,yes,yes,no,
Rossnowlagh sauna,ChIJY6NipgoBX0gRcqr2TBnKaIo,Co. Donegal,Donegal,"Rossnowlagh, Co. Donegal, F94 XW01, Ireland",https://rossnowlaghsauna.com/,089 480 2375,5.0,11,ATCDNfXiSYWQ1eIUhgHf6AidrLHWtjXMJWD4NVWrnYm9n3sy46APYdUn8Jkni4hWzhF0hn9_q9OJYCL28gkvyoBm_lw8x1VyT-hSlCNFqKdg-2AFmOCkugkd0Sa28j1mC1sRGAAo8fHe9O2kARRdwCO3jFgXB2ceqIgYTd5-J7dgkA47XLamB6ffHKOzgoUIMj66WpjYhnmIxIlItWEN1GqMSgPfdp9AZdn75LY8dv_82a1YxZearFTcDVLwxrhiP6i2VDqJhKEoPVltzBF-gHcLr5IKE4LilmiC-nfQm5QVD9fQvA,not listed,yes,no,yes,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 6:00 – 9:00 PM|Saturday: 9:30 AM – 6:00 PM|Sunday: 11:00 AM – 8:00 PM
SAY-Saunas,ChIJqaTjeTwHZ0gRTX3JW9jn9Fw,Dublin,Dublin,"27 Sandycove Road, Sandycove, Dublin, A96 KD53, Ireland",https://www.saysaunas.com/,087 054 9888,4.3,29,ATCDNfUOx8XnjaN9DcY1_08kvBYTexSqQ3nPt-BytmK5O5DHjE9niEN1saWpX5LLt_02HEWw-IRlGzlg2n5-eW5f2bwYzF6Yv32BjVTjJAq5AEFLLmN92_Zv1TwTAKwqlNPYWLZ9O3rmIKuE9SpWthi4JDgLtVMbTm4Kcjt2wu9cu5O2Tdf8unnmSkVt54rwwJf_60fGRkglXUPUDGTpAHogqDvOamoia4xfs3ktNiWZAR-oa6CivqzaoTO2BLNUAS58AKYRCjNi-TS8Cng4lkDPeE4r1EZAyNVdDtDVhJ2wHvYFBA,not listed,yes,no,yes,not listed,no,Monday: Closed|Tuesday: 9:30 AM – 9:00 PM|Wednesday: 9:30 AM – 9:00 PM|Thursday: 9:30 AM – 9:00 PM|Friday: 9:30 AM – 9:00 PM|Saturday: 9:30 AM – 9:00 PM|Sunday: 9:30 AM – 9:00 PM
SOUL FIRE SAUNAS,ChIJ02d3WfTdYEgR2xHORdiA7_8,52 Armagh Rd,Northern Ireland,"52 Armagh Rd, Newry BT35 6DN, UK",https://www.instagram.com/soulfiresaunas/,07841 641000,5.0,2,ATCDNfUPqsjB0x8eG-rm_yeFzF2IA8pUwHOBmZGp7x26zWluQYs1Ypu0pX4JBdshEfCIL2W-lUMWhJk6z8guPfQMv8JxOp5iguBgZl4OHii_tjD_JjQLdfBeHBogCyHwlV_gt-_d4Er6KDZmZqdxxwPBjeHdLhW1EFI2M-2zOH7y3qZQk1N9duUBZE2u8rA2EE7dVwxy6Uu3mYYQvsrbuIBj2Q44iL5w-17nLfEViXAzW0VMTx3JSrr_RL-DgYyiIwTymF4ixrvi6YoPTTiylxUVoUsGtGSO3g0I3mijjiCFllwmhQ,wood,no,no,no,not listed,no,Monday: 4:00 – 9:00 PM|Tuesday: 4:00 – 9:00 PM|Wednesday: 4:00 – 9:00 PM|Thursday: 4:00 – 9:00 PM|Friday: 4:00 – 9:00 PM|Saturday: 8:00 AM – 9:00 PM|Sunday: 9:00 AM – 5:00 PM
Sabhna Saunas Dugort Beach,ChIJD_6P-cmZWUgRSl-p3rTQaE0,Doogort,Mayo,"Beach, Doogort, Co. Mayo, Ireland",http://www.sabhna.ie/,,5.0,16,ATCDNfWzze0XwXjDwt-gdFuvkX3AVitN2tyG6g6jGNsx0W_N6Sb5edNmU0HFJMeBNTAv9wd5wdnHblZnmqo-X5dJWUj40BNcB7yNWQ8a09phuYeAfu8a65waEK3xE4U4fgX8ZhnIqbU32IciigjbXV-7HrN1qNON5fKNdYm97Jo6A8CGpEjMv6JTcB46PC6Hgv-FiXbITVZ15N7A29qKByXmCPjdgA6UkF-_Skx-6yx8yOuTKyYnugJIrPFr5tF17RY1udI7pWBI494DzcGKMUReMfxKU4VHx7DyUhrx4yak1L9GHg,wood,no,no,no,not listed,yes,Monday: 8:00 AM – 9:00 PM|Tuesday: 8:00 AM – 9:00 PM|Wednesday: 8:00 AM – 9:00 PM|Thursday: 8:00 AM – 9:00 PM|Friday: 8:00 AM – 9:00 PM|Saturday: 8:00 AM – 9:00 PM|Sunday: 8:00 AM – 9:00 PM
Sabhna Saunas Keel Beach,ChIJnQt9p0SZWUgRs8wvZ5SVllo,Keel,Mayo,"Beach, Keel, Co. Mayo, Ireland",http://www.sabhna.ie/,,4.8,42,ATCDNfWC1Dpxp5oCvcPuQndec8awExvxWSZBg-ouLCQk-mFmzFkm6_QKa-v2Xj2C2llfA06_aAsjUCF7vIK6OJT2VkFEsqmusq7avYyMMtg4PzqSoZtFLZzT85w3q80nFY9eNIRIefQvEpe2IN3Hzjx6-Ne1xRbwSnuoDOSeLavtdb00O_oniJFQ90hz_hJ2nrhu5sF28fQaJ52AWXcrDkN9d_GjuGCJiA1RDe9fDIcBQP0Pa7SFIjvMl1O_qKAllMBBkR4laYneIs4UOlBisPAgQc25wXGhjPSUWe-zrQWU_cqfvQ,not listed,yes,no,no,not listed,yes,Monday: 8:00 AM – 9:00 PM|Tuesday: 8:00 AM – 9:00 PM|Wednesday: 8:00 AM – 9:00 PM|Thursday: 8:00 AM – 9:00 PM|Friday: 8:00 AM – 9:00 PM|Saturday: 8:00 AM – 9:00 PM|Sunday: 8:00 AM – 9:00 PM
Sabhna Saunas Westport Estate,ChIJyf3SKkJlWUgRFhicYlRQFJA,Westport,Mayo,"Westport Estate, Westport Demesne, Westport, Co. Mayo, F28 TE20, Ireland",https://www.sabhna.ie/products/westport-estate,083 059 6880,,,ATCDNfW60hcgifj-wW-c6H0ZEgvPBP7046gsB4sRTY7Tc7qgnSR2de2nUvcbccoDLTPkgSOKOglZmDwAaPjxuZ6qrnj96zBkVGC8xekgS3E6mYre_AOmp8B2GLttd98VjGGqDQ0G7IzGYRCr69BxjaAMzh4S6As1kwv4qmJxMibHOp2-M31FqvoUjQIVvtMOPGOPN55vznImrMFGkqajZGekvkfnJfHhnXJ2lN95fv8VyQ45mD04rzbNPdWaRuaZWq6pxse9QSdi_Z7sOzGk3ySX2aqgaUJ21Zg89-PJw4xPR9ni2A,not listed,no,no,no,not listed,no,Monday: 10:00 AM – 2:00 PM|Tuesday: 10:00 AM – 2:00 PM|Wednesday: 10:00 AM – 2:00 PM|Thursday: 5:00 – 9:00 PM|Friday: 5:00 – 9:00 PM|Saturday: 10:00 AM – 6:00 PM|Sunday: 10:00 AM – 6:00 PM
SacredSauna,ChIJC-cq3o4PZ0gR_lcgunqDT14,Dublin,Dublin,"Units 2&3, Royal Canal Bank, Phibsborough, Dublin, D07 R52H, Ireland",http://www.sacredsauna.eu/,,,,ATCDNfWejBEty9vDfspgauMxBa-iYsWjT0RrksqryTZwKe2gMTbbyn1WegdIts7XDwz2xPSXeYqVRhXw3lvJmXw_y35Fwnc0WuFgpqs3R_ZYIAyOrZESz4d_4smD_51phXANOiZ6inxc8RoldYBiSme0A7fDfj6UJVv69E1-ry1eGXYImoojhCJbtOoXr7g_YQxG9ia16HI73EqWQj8PJHUvCvmmDGi3J-AyzieuHvxBFPHntALW72bqwAuHudPSKkF1VsCSSwFxwkTtUTB9KEVWUySabxB5gXKWZiFSFNdCscyQPw,not listed,no,no,no,not listed,no,Monday: 4:00 – 10:00 PM|Tuesday: 4:00 – 10:00 PM|Wednesday: 4:00 – 10:00 PM|Thursday: 4:00 – 10:00 PM|Friday: 2:00 – 10:00 PM|Saturday: 10:00 AM – 7:00 PM|Sunday: 10:00 AM – 7:00 PM
Sallynoggin Saunas & Ice Baths,ChIJxzMqHOMHZ0gRCGEQitY1VvU,Dublin,Dublin,"Peterson House, Pearse St, Sallynoggin, Dublin, A96 PX22, Ireland",https://sallynogginsaunas.ie/,(01) 513 1142,4.8,42,ATCDNfVyKazjiO7ORWqRxCpzftnCylE7Mqqocv2MS9M3Po3j4IMl1OWQSSEHn-ezntwqRxc60TT90jtT2C9z0khpWvD9ptoai80xxJylHtEO-ioN1O9U4z_ykSi8LnPW51TU9ZTrIWjybABERPEH2ezcq7skSX60YC4nvegsl6lXz03Jg69co8td4eNkQ4d0eRz_IINqd6I8FYaoXNZ_okLow27tgwEsTOtTLuWjg8aojHQdHR18Z2LHSu4skS7eP4eKzB16HaHz-eW3oziPPv4eE_9K2U-dYvEFwZBS_P3Iu25vgw,wood,yes,no,yes,not listed,no,Monday: 10:00 AM – 10:00 PM|Tuesday: 10:00 AM – 10:00 PM|Wednesday: 10:00 AM – 10:00 PM|Thursday: 10:00 AM – 10:00 PM|Friday: 10:00 AM – 10:00 PM|Saturday: 8:00 AM – 10:00 PM|Sunday: 8:00 AM – 10:00 PM
Salt and Ember Sauna,ChIJeUa4PzoBX0gRi0WY3JSqwM0,Co. Donegal,Donegal,"Boat Quay, W End, Magheracar, Bundoran, Co. Donegal, F94 HV21, Ireland",https://saltandember.simplybook.it/v2/,085 829 2173,4.6,11,ATCDNfVEBDBRHNSYQ1q2LyNlulP-8vRZzYQX8QhIBCvyUhLEkohcM9INrn1XmijKXIcN62NCvVx1ZLoxQgFodLGh8CYbvgyHCPHfkuh1z0_yKfi-h3EwM18kbnnN-V8wvNxIPfdTwNEeKSzwDPmAQ4z1PAm_JsSgLflnrU4j_JmC7KR6RWVJXEPWzOX0K2zRJSrm2nVTaik2qJsA0fhq9OGqUn_9Sjw76zpReMVEq2IF0CA1FuqRnhREaTTpx4DuS2oS4rBzDdirLgIFVZzhLvbmZh0Dw5e-u0VJkJyVzra1TLVJgQ,not listed,no,no,no,not listed,yes,
Saltee Sauna,ChIJv7nkc2ajQkgRIsuQ0I-Rsu4,Wexford,Wexford,"Crossfarnoge, Kilmore Quay, Co. Wexford, Y35 EHC2, Ireland",http://www.salteesauna.ie/,,5.0,267,ATCDNfUxMZIxJlqbyDEAMWPua-p6pY9p2vGjK4RvneZXAujYjG9DsLeT0FydXPfbmFQbFKZztQK2b_Dsewc6l4IJ2TphS5sXkazfb22icjcxDjUU_oVuoNe0GAntmvJ0g-_FnnZccVOd3sIgrnZ3OnE7RlRkoGPWr0Ndo45DSuCNWFQ0ulTf4q8I_5ZIVnyULCF1tU40HlG813AkobR98KjULgTDCXwcGF98FZNSXuy6TUMxiUvvVoB8l57GeRjpeMTodLaWApcVI6yV5SJeJHMeQap-iGJo-cX3ZeTOLjGFsHIO3g,not listed,no,no,no,yes,yes,Monday: Closed|Tuesday: Closed|Wednesday: 5:00 – 9:00 PM|Thursday: 5:00 – 9:00 PM|Friday: Closed|Saturday: 9:00 AM – 6:00 PM|Sunday: 9:00 AM – 6:00 PM
Samhradh's Sauna,ChIJLy_mAmFbRUgRFhqHHPwxog8,Co. Kerry,Kerry,"Glosha, Cromane, Co. Kerry, V93 K2C5, Ireland",http://www.samhradhssauna.com/,,5.0,28,ATCDNfVXPqco1I_2CzvXEybjMw21-VoataD9NQaJe3MLdD7zLGKKxYPUWmC6mSGJ2DCCF8WTR3akfF6_HksQJllJYMpbhwVegOc77-hunuo7Pc-1Jz7Lt5nU3eHIVf51Z1FTc8cSiJScLkbX5ujxnjA2f4Hts8fD5e3aXS0MsWrl2Vq4T7jrPsCmSh6gwINX3QSmGVJCfV3PAGlDXWOhBwsqbU-5xAzeq6IeWattesaIfL12mkTyiZVUsiL2QslyLjRN1PWT8csAXiwEha7pfR71VGQUfsyFtjqTGY6Kj_C6wmKOPw,not listed,yes,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: 5:00 – 9:00 PM|Friday: 4:00 – 9:00 PM|Saturday: 10:00 AM – 4:00 PM|Sunday: 10:00 AM – 4:00 PM
Sandycove Sauna,ChIJz-kSf4JhREgR43EgioTVydI,Slipway,Cork,"Sandycove, Slipway, Co. Cork, Ireland",https://www.sandycovesauna.com/,085 848 6375,5.0,8,ATCDNfXKDfRvAwgbvOd_lFpOS-mIn7W7okIysMy-E6kUkpK4t1yq4Td0tqjncc4Vgsm2P1DtlS5ZDEqOe1Ds8XLSbobGtBVuar_6wAphiy9pPK7K6Y9O3NWKLR2K8Ad8nF4ZcyI68cGPKpH9nmwVw3P0n3KScoFh9_cVmGSGJN0XsORQoBuWD_TBT9zKCMI0sUj1VgJxamWKjGGpX1ZEuxEfMnjNa0ZAnHMfS5I0uX9myD1bhx2cUMAxkmb772xTjNIWJc4oZ2ZGiIyrx2roUTRYasxFAgv9qQtkOOCoqiXT14itig-uoZB9GwD3EM3yiFh6yJz32jGwKM0bI7AbiVOVWR8QrVbw45JP2h9d9lO3V1HW6fVqxw2Tlr1fXWxugqmE-k7KgDGk6dMmf8JrVX9qC1wVOjqLksD-fpKrG69EuUbIW4ZY,not listed,yes,no,no,not listed,no,Monday: 11:00 AM – 6:00 PM|Tuesday: Closed|Wednesday: 4:00 – 7:00 PM|Thursday: Closed|Friday: 4:00 – 7:00 PM|Saturday: 10:00 AM – 6:00 PM|Sunday: 10:00 AM – 6:00 PM
Sandycove Sauna by the Sea,ChIJodV4WAAHZ0gRlhnF_6TCVM4,Dublin,Dublin,"17 Sandycove Point, Sandycove, Dublin, A96 Y165, Ireland",http://sandycovesaunabythesea.ie/,,4.2,35,ATCDNfV2tScGS3ocM3UpOSRYHhEF39UF-JvmOoi0aB8F-dnww7bfJoiCVQXuYGbiKt5vbMM_7vwEBVfjZbNuz6Nkpyhijxh7i7Tf2HiMI5-9cYzZ-L0U7EVA8J6R8VzQir5Vg3u58nQ5yGE0CS4UVOEYyu8Ek_L2KU06GCcWHCPu569zCTPUTkV8_yL5jZgvWG_-4vLrPm2qiXYNmO9m64o_mPd32h0Eq4DCi3t46YJ2FYoSRfFaUcJk_hvpPECDrXHvdXi0xdHgmT8c8Sg01SsWuzuX_Vl_xPKcOoGV8PRDui7i5oGFTFEBTpu6XRj2Ricyn_is_K4_gynk5AGY8mMz1xgofPL226yLrJ8pwpHCVbmBXnGyBQMbEsUTjv3otJk8KnVsSibBXq9JnHv6lPwMkIFogc7Y4Su6J4vOKX8mL5Fbfak,not listed,no,no,yes,yes,yes,Monday: 7:00 AM – 7:00 PM|Tuesday: 7:00 AM – 7:00 PM|Wednesday: 7:00 AM – 7:00 PM|Thursday: 7:00 AM – 7:00 PM|Friday: 7:00 AM – 7:00 PM|Saturday: 7:00 AM – 7:00 PM|Sunday: 7:00 AM – 7:00 PM
Sandycove Store & Yard,ChIJPTi-pMsHZ0gRcxKIswfSxQg,Dublin,Dublin,"27 Sandycove Road, Dún Laoghaire, Dublin, A96 KD53, Ireland",https://www.saysaunas.com/,087 054 9888,4.4,372,,not listed,yes,yes,no,not listed,no,Monday: 7:00 AM – 9:00 PM|Tuesday: 7:00 AM – 9:00 PM|Wednesday: 7:00 AM – 9:00 PM|Thursday: 7:00 AM – 9:00 PM|Friday: 7:00 AM – 9:00 PM|Saturday: 7:00 AM – 9:00 PM|Sunday: 7:00 AM – 9:00 PM
SauNua Athlone,ChIJlxoS0xZJXEgRr8na1FadH0U,Co. Roscommon,Roscommon,"Barry More, Hodson Bay, Co. Roscommon, N37 KH72, Ireland",http://www.baysports.ie/,(090) 649 4801,5.0,40,,not listed,no,no,no,yes,no,Monday: 9:00 AM – 5:00 PM|Tuesday: 9:00 AM – 5:00 PM|Wednesday: 9:00 AM – 5:00 PM|Thursday: 9:00 AM – 5:00 PM|Friday: 9:00 AM – 9:00 PM|Saturday: 9:00 AM – 6:00 PM|Sunday: 9:00 AM – 6:00 PM
Sauna,ChIJQefekIdvZ0gRiH9lZxeoNZM,Maynooth,Kildare,"Carton Demesne, Maynooth, Co. Kildare, W23 TD98, Ireland",,,5.0,3,,wood,no,no,no,not listed,no,
Sauna,ChIJzXkhNPbrX0gRE3LyC4uYaPU,Letterkenny,Donegal,"Letterkenny Retail Park, Paddy Harte Rd, Letterkenny, Co. Donegal, Ireland",,,5.0,1,,not listed,no,no,no,not listed,no,
Sauna,ChIJb2k_yrcRZ0gRxcKOj0Pep1w,Co. Dublin,Dublin,"ALSAA, Old Airport Rd, Toberbunny, Co. Dublin, K67 YV06, Ireland",,,,,,not listed,no,no,no,not listed,no,
Sauna 66,ChIJXzrrwNYLZ0gREkotFdSWQZk,Templeogue,Dublin,"Wellington Ln, Templeogue, Dublin, Ireland",,087 102 5144,5.0,2,ATCDNfVi31GW4lPnv88YN7KoWKzO4V4KvefSNnRvbu2_CCykg4_0WyWb1G_cmgtHPBc1w6_sgsprpG7b4bVNo-HY3CloamksaG2LkUpx_nnVuG1EzshbWDZoMTScptfsBBXW4cVoGzEWYjl_ABS4qPEo5AW_ZBKNanuEr6CZjHVO6CVKC4K21G1TMude5RTPVpPKmV0ASzgeFb4dyBLQLDxgbbBcbJEjgdfEeMurAwfwuo-M6Z3NmCziyLNzcPMVyE-LQVhZ5kzbYvPOpaI5A-Xlyx9tqQoFKTXuX_e_rihmH2XlCA,not listed,no,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: 10:00 AM – 7:00 PM|Sunday: 10:00 AM – 7:00 PM
Sauna An Locha,ChIJH4WE33I5XkgR5r2qHUqFj7A,Ennis,Northern Ireland,"Tattygare Road, cavanacarragh, Enniskillen BT94 5FB, UK",https://www.instagram.com/sauna_anlocha?igsh=dDkyamxlMXpqd2Ft&utm_source=qr,,,,ATCDNfVU_Po7EP2CkAUySGWulWVkByhD9vRp2p5QtSTwd8pKjN_XgPxjqeKl8Qw3-NIUPyqlXx-xBczAtiLZ_SiyIa4QhhPiQJKvuAmAtI7Jga4sCO8fUnQ7i-vgUJfpePa8Gkwr8gNJ2cUBLNHZieKRXor9HIgKI1ofqGanuT1ziRH5iL4nVfEdvg-QPuY4jtjVrJUAG1iY1tnOUGuYcAR_Vxf9q3Q25CHeD02dQe40nytRuaq7_KJSuO_5QWmcxwcr49fZ_qXim2bkrjqZhdH7qWBP_EnjhFnNQvQepF5fO6Tszg,not listed,no,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: 11:00 AM – 4:00 PM|Sunday: Closed
